district,datetime,temperature_c,wind_speed_ms,humidity,barometric_pressure,visibility_km,weather,risk_score,risk_level,primary_risk_factor,all_risk_factors,district_category,category_multiplier,infrastructure_feeders,infrastructure_substations,at_risk_assets,emergency_contact,operational_recommendations
ballari,2025-09-05 17:30:00,33.0,3.0,0.45,1.004,10.0,Partly sunny.,3.11,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-806-662-1803,Continue normal monitoring
ballari,2025-09-05 20:30:00,29.0,3.0,0.63,1.007,4.0,Passing clouds.,3.37,Low,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-884-924-4596,Continue normal monitoring
ballari,2025-09-05 23:30:00,26.0,3.0,0.75,1.008,4.0,Passing clouds.,3.92,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-922-201-2710,Continue normal monitoring
belagavi,2025-08-23 08:30:00,23.0,5.0,0.86,1.009,4.0,Partly sunny.,4.69,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-988-555-7543,Continue normal monitoring
belagavi,2025-08-23 11:30:00,26.0,6.0,0.68,1.008,4.0,Partly sunny.,3.89,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-925-200-3497,Continue normal monitoring
belagavi,2025-08-23 14:30:00,27.0,7.0,0.64,1.007,4.0,Partly sunny.,3.93,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-836-249-7745,Continue normal monitoring
belagavi,2025-08-23 17:30:00,25.0,6.0,0.75,1.007,4.0,Low clouds.,4.23,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-962-811-4369,Continue normal monitoring
belagavi,2025-08-24 08:30:00,21.0,5.0,0.88,1.01,4.0,Low clouds.,4.81,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-822-363-6467,Continue normal monitoring
belagavi,2025-08-24 11:30:00,24.0,6.0,0.78,1.01,4.0,Partly sunny.,4.39,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,7,+91-868-945-3638,Continue normal monitoring
belagavi,2025-08-24 14:30:00,27.0,8.0,0.6,1.007,4.0,Partly sunny.,4.01,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-848-490-1330,Continue normal monitoring
belagavi,2025-08-24 17:30:00,26.0,7.0,0.63,1.007,4.0,Partly sunny.,3.89,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-900-320-3374,Continue normal monitoring
belagavi,2025-08-25 08:30:00,22.0,6.0,0.86,1.01,4.0,Partly sunny.,4.85,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-970-369-7500,Continue normal monitoring
belagavi,2025-08-25 11:30:00,24.0,6.0,0.79,1.01,4.0,Light rain. Low clouds.,4.44,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-877-172-8644,Continue normal monitoring
belagavi,2025-08-25 14:30:00,26.0,8.0,0.65,1.006,4.0,Partly sunny.,4.19,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-848-534-7346,Continue normal monitoring
belagavi,2025-08-25 17:30:00,24.0,6.0,0.75,1.006,4.0,Overcast.,4.23,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-932-279-8331,Continue normal monitoring
belagavi,2025-08-26 08:30:00,23.0,4.0,0.89,1.008,4.0,Low clouds.,4.74,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,9,+91-831-334-4563,Continue normal monitoring
belagavi,2025-08-26 11:30:00,24.0,6.0,0.75,1.006,4.0,Overcast.,4.23,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,7,+91-862-479-9396,Continue normal monitoring
belagavi,2025-08-26 14:30:00,26.0,5.0,0.7,1.006,4.0,Partly sunny.,3.82,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-901-978-4314,Continue normal monitoring
belagavi,2025-08-26 17:30:00,23.0,5.0,0.85,1.006,4.0,Low clouds.,4.63,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-808-646-3592,Continue normal monitoring
belagavi,2025-08-27 08:30:00,21.0,3.0,0.96,1.007,4.0,Light rain. Low clouds.,5.1,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-866-974-8513,Deploy emergency crews • Pre-position equipment
belagavi,2025-08-27 11:30:00,24.0,5.0,0.81,1.007,4.0,Low clouds.,4.39,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-967-667-9614,Continue normal monitoring
belagavi,2025-08-27 14:30:00,25.0,6.0,0.87,1.004,4.0,Light rain. Low clouds.,4.92,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,7,+91-910-619-4516,Continue normal monitoring
belagavi,2025-08-27 17:30:00,24.0,5.0,0.84,1.004,4.0,Low clouds.,4.56,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-977-739-6835,Continue normal monitoring
belagavi,2025-08-28 08:30:00,22.0,4.0,0.91,1.006,4.0,Low clouds.,4.87,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-963-725-1582,Continue normal monitoring
belagavi,2025-08-28 11:30:00,24.0,5.0,0.87,1.005,4.0,Low clouds.,4.75,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-819-244-6330,Continue normal monitoring
belagavi,2025-08-28 14:30:00,24.0,5.0,0.87,1.004,4.0,Light rain. Low clouds.,4.75,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-824-822-1524,Continue normal monitoring
belagavi,2025-08-28 17:30:00,24.0,5.0,0.86,1.003,4.0,Low clouds.,4.69,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-992-942-9187,Continue normal monitoring
belagavi,2025-08-29 08:30:00,22.0,5.0,0.93,1.006,4.0,Low clouds.,5.14,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-958-884-8168,Deploy emergency crews • Pre-position equipment
belagavi,2025-08-29 11:30:00,22.0,6.0,0.91,1.007,2.0,Light rain. Low clouds.,5.17,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-929-503-2284,Deploy emergency crews • Pre-position equipment
belagavi,2025-08-29 14:30:00,23.0,6.0,0.85,1.004,4.0,Low clouds.,4.79,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-986-133-2502,Continue normal monitoring
belagavi,2025-08-29 17:30:00,23.0,5.0,0.89,1.004,4.0,Low clouds.,4.88,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-850-951-8565,Continue normal monitoring
belagavi,2025-08-30 08:30:00,22.0,3.0,0.97,1.009,4.0,Light rain. Low clouds.,5.17,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-850-875-3336,Deploy emergency crews • Pre-position equipment
belagavi,2025-08-30 11:30:00,24.0,7.0,0.89,1.008,4.0,Low clouds.,5.24,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-809-107-7413,Deploy emergency crews • Pre-position equipment
belagavi,2025-08-30 14:30:00,26.0,7.0,0.7,1.006,4.0,Low clouds.,4.18,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-839-273-8219,Continue normal monitoring
belagavi,2025-08-30 17:30:00,24.0,6.0,0.76,1.007,4.0,Low clouds.,4.28,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-972-706-8493,Continue normal monitoring
belagavi,2025-08-31 08:30:00,22.0,3.0,0.93,1.009,4.0,Low clouds.,4.9,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-824-785-4266,Continue normal monitoring
belagavi,2025-08-31 11:30:00,25.0,6.0,0.8,1.008,4.0,Light rain. Low clouds.,4.5,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-950-148-7233,Continue normal monitoring
belagavi,2025-08-31 14:30:00,23.0,4.0,0.9,1.007,4.0,Low clouds.,4.8,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,7,+91-928-914-6851,Continue normal monitoring
belagavi,2025-08-31 17:30:00,24.0,6.0,0.84,1.006,4.0,Low clouds.,4.73,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-890-910-7135,Continue normal monitoring
belagavi,2025-09-01 08:30:00,21.0,4.0,0.95,1.008,4.0,Light rain. Low clouds.,5.14,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-941-937-9711,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-01 11:30:00,25.0,7.0,0.75,1.007,4.0,Low clouds.,4.43,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-829-611-8925,Continue normal monitoring
belagavi,2025-09-01 14:30:00,24.0,8.0,0.77,1.005,4.0,Low clouds.,4.76,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-933-672-6595,Continue normal monitoring
belagavi,2025-09-01 17:30:00,24.0,6.0,0.79,1.006,4.0,Low clouds.,4.44,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-921-872-3898,Continue normal monitoring
belagavi,2025-09-02 08:30:00,22.0,4.0,0.93,1.007,4.0,Low clouds.,5.0,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-879-357-5321,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-02 11:30:00,24.0,8.0,0.82,1.006,4.0,Low clouds.,5.04,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-862-656-6786,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-02 14:30:00,25.0,7.0,0.77,1.004,4.0,Light rain. Low clouds.,4.53,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-935-661-7300,Continue normal monitoring
belagavi,2025-09-02 17:30:00,22.0,6.0,0.91,1.004,4.0,Low clouds.,5.17,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-994-317-6716,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-03 08:30:00,23.0,5.0,0.86,1.006,4.0,Partly sunny.,4.69,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-833-787-3295,Continue normal monitoring
belagavi,2025-09-03 11:30:00,23.0,4.0,0.91,1.007,4.0,Light rain. Low clouds.,4.87,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-904-973-3082,Continue normal monitoring
belagavi,2025-09-03 14:30:00,26.0,6.0,0.72,1.004,4.0,Low clouds.,4.08,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,7,+91-963-217-5675,Continue normal monitoring
belagavi,2025-09-03 17:30:00,25.0,7.0,0.73,1.004,4.0,Partly sunny.,4.32,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-910-227-9634,Continue normal monitoring
belagavi,2025-09-04 08:30:00,22.0,3.0,0.91,1.008,4.0,Low clouds.,4.76,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,9,+91-906-177-1479,Continue normal monitoring
belagavi,2025-09-04 11:30:00,24.0,6.0,0.85,1.007,4.0,Light rain. Low clouds.,4.79,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-978-307-8732,Continue normal monitoring
belagavi,2025-09-04 14:30:00,25.0,5.0,0.75,1.005,4.0,Low clouds.,4.06,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-945-647-8692,Continue normal monitoring
belagavi,2025-09-04 17:30:00,23.0,6.0,0.83,1.005,4.0,Low clouds.,4.67,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-847-909-5782,Continue normal monitoring
belagavi,2025-09-05 08:30:00,22.0,5.0,0.91,1.009,4.0,Low clouds.,5.01,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-870-297-5335,Deploy emergency crews • Pre-position equipment
belagavi,2025-09-05 11:30:00,25.0,6.0,0.75,1.008,4.0,Partly sunny.,4.23,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-813-966-4109,Continue normal monitoring
belagavi,2025-09-05 14:30:00,26.0,7.0,0.69,1.005,4.0,Low clouds.,4.14,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-898-371-6796,Continue normal monitoring
belagavi,2025-09-05 17:30:00,25.0,6.0,0.72,1.005,4.0,Partly sunny.,4.08,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-965-769-2476,Continue normal monitoring
bengaluru rural,2025-08-23 00:00:00,22.0,3.0,0.92,1.012,4.0,Partly cloudy,4.83,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,9,+91-908-707-4943,Continue normal monitoring
bengaluru rural,2025-08-23 06:00:00,21.0,4.0,0.88,1.014,4.0,Broken clouds,4.68,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-890-710-3241,Continue normal monitoring
bengaluru rural,2025-08-23 12:00:00,26.0,5.0,0.65,1.013,10.0,Broken clouds,3.6,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-996-598-7579,Continue normal monitoring
bengaluru rural,2025-08-23 18:00:00,25.0,4.0,0.78,1.015,6.0,Passing clouds,4.08,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-979-250-7647,Continue normal monitoring
bengaluru rural,2025-08-24 00:00:00,21.0,4.0,0.93,1.012,4.0,Partly cloudy,5.0,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-904-151-3943,Deploy emergency crews • Pre-position equipment
bengaluru rural,2025-08-24 06:00:00,20.0,5.0,0.89,1.013,4.0,Scattered clouds,4.88,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,13,+91-906-183-2124,Continue normal monitoring
bengaluru rural,2025-08-24 12:00:00,28.0,6.0,0.62,1.011,10.0,Scattered clouds,3.65,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-826-754-6174,Continue normal monitoring
bengaluru rural,2025-08-24 18:00:00,25.0,3.0,0.75,1.014,6.0,Passing clouds,3.82,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-912-877-3544,Continue normal monitoring
bengaluru rural,2025-08-25 00:00:00,21.0,4.0,0.91,1.013,4.0,Passing clouds,4.87,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-876-546-8353,Continue normal monitoring
bengaluru rural,2025-08-25 06:00:00,19.0,5.0,0.85,1.015,4.0,Scattered clouds,4.63,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-899-610-6654,Continue normal monitoring
bengaluru rural,2025-08-25 12:00:00,27.0,5.0,0.64,1.012,10.0,Broken clouds,3.56,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-835-133-5074,Continue normal monitoring
bengaluru rural,2025-08-25 18:00:00,25.0,3.0,0.77,1.014,6.0,Passing clouds,3.92,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-909-860-4001,Continue normal monitoring
bengaluru rural,2025-08-26 00:00:00,22.0,3.0,0.9,1.011,4.0,Passing clouds,4.7,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-807-667-5384,Continue normal monitoring
bengaluru rural,2025-08-26 06:00:00,20.0,5.0,0.86,1.013,4.0,Scattered clouds,4.69,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,12,+91-914-167-8838,Continue normal monitoring
bengaluru rural,2025-08-26 12:00:00,27.0,6.0,0.66,1.011,10.0,Broken clouds,3.81,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-838-184-4547,Continue normal monitoring
bengaluru rural,2025-08-26 18:00:00,25.0,5.0,0.79,1.014,6.0,Partly cloudy,4.28,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-952-497-4038,Continue normal monitoring
bengaluru rural,2025-08-27 00:00:00,22.0,5.0,0.92,1.012,4.0,Partly cloudy,5.07,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-823-339-4103,Deploy emergency crews • Pre-position equipment
bengaluru rural,2025-08-27 06:00:00,20.0,6.0,0.87,1.013,4.0,Scattered clouds,4.92,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,1,+91-909-453-2295,Continue normal monitoring
bengaluru rural,2025-08-27 12:00:00,26.0,6.0,0.68,1.01,10.0,Broken clouds,3.89,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-994-456-2028,Continue normal monitoring
bengaluru rural,2025-08-27 18:00:00,23.0,5.0,0.81,1.012,6.0,Partly cloudy,4.39,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-955-494-4776,Continue normal monitoring
bengaluru rural,2025-08-28 00:00:00,21.0,5.0,0.91,1.013,4.0,Partly cloudy,5.01,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,8,+91-840-168-9654,Deploy emergency crews • Pre-position equipment
bengaluru rural,2025-08-28 06:00:00,20.0,6.0,0.85,1.014,4.0,Scattered clouds,4.79,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-859-701-4501,Continue normal monitoring
bengaluru rural,2025-08-28 12:00:00,27.0,6.0,0.65,1.011,10.0,Broken clouds,3.77,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,10,+91-814-604-5055,Continue normal monitoring
bengaluru rural,2025-08-28 18:00:00,24.0,4.0,0.78,1.015,6.0,Passing clouds,4.08,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-806-301-4752,Continue normal monitoring
bengaluru rural,2025-08-29 00:00:00,21.0,5.0,0.9,1.011,4.0,Partly cloudy,4.94,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-936-562-4915,Continue normal monitoring
bengaluru rural,2025-08-29 06:00:00,21.0,7.0,0.84,1.013,4.0,Broken clouds,4.93,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-980-723-3645,Continue normal monitoring
bengaluru rural,2025-08-29 12:00:00,27.0,6.0,0.67,1.01,10.0,Scattered clouds,3.85,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,6,+91-979-805-8126,Continue normal monitoring
bengaluru rural,2025-08-29 18:00:00,25.0,5.0,0.79,1.012,6.0,Passing clouds,4.28,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,4,+91-888-231-7933,Continue normal monitoring
bengaluru rural,2025-08-30 00:00:00,22.0,5.0,0.91,1.014,4.0,Passing clouds,5.01,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,2,+91-998-286-3775,Deploy emergency crews • Pre-position equipment
bengaluru rural,2025-08-30 06:00:00,21.0,6.0,0.85,1.015,4.0,Scattered clouds,4.79,Medium,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,11,+91-835-714-9682,Continue normal monitoring
bengaluru rural,2025-08-30 12:00:00,28.0,6.0,0.63,1.012,10.0,Scattered clouds,3.69,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,5,+91-849-416-8650,Continue normal monitoring
bengaluru rural,2025-08-30 18:00:00,26.0,4.0,0.76,1.013,6.0,Partly cloudy,3.98,Medium,High Demand Density,"High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,3,+91-845-256-4979,Continue normal monitoring
bengaluru rural,2025-08-31 00:00:00,22.0,5.0,0.92,1.011,4.0,Partly cloudy,5.07,High,Humidity Stress,"Humidity Stress, High Demand Density, Aging Infrastructure",Urban Dense Area,1.35,65,18,9,+91-953-173-2160,Deploy emergency crews • Pre-position equipment
